"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 25 to 29 years","Spain","Males","2014","Total","Percentage","30.6",""
"From 25 to 29 years","Spain","Males","2015","Total","Percentage","28.9",""
"From 25 to 29 years","Spain","Males","2016","Total","Percentage","24.7",""
"From 25 to 29 years","Spain","Females","2005","Total","Percentage","13.2","b"
"From 25 to 29 years","Spain","Females","2006","Total","Percentage","12.6",""
"From 25 to 29 years","Spain","Females","2007","Total","Percentage","10.7",""
"From 25 to 29 years","Spain","Females","2008","Total","Percentage","13.3",""
"From 25 to 29 years","Spain","Females","2009","Total","Percentage","19.9",""
"From 25 to 29 years","Spain","Females","2010","Total","Percentage","23.3",""
"From 25 to 29 years","Spain","Females","2011","Total","Percentage","25.3",""
"From 25 to 29 years","Spain","Females","2012","Total","Percentage","29.4",""
"From 25 to 29 years","Spain","Females","2013","Total","Percentage","32.0",""
"From 25 to 29 years","Spain","Females","2014","Total","Percentage","30.0",""
"From 25 to 29 years","Spain","Females","2015","Total","Percentage","28.1",""
"From 25 to 29 years","Spain","Females","2016","Total","Percentage","26.5",""
"From 25 to 29 years","France","Total","2005","Total","Percentage","10.6","b"
"From 25 to 29 years","France","Total","2006","Total","Percentage","10.0",""
"From 25 to 29 years","France","Total","2007","Total","Percentage","10.1",""
"From 25 to 29 years","France","Total","2008","Total","Percentage","8.9",""
"From 25 to 29 years","France","Total","2009","Total","Percentage","11.3",""
"From 25 to 29 years","France","Total","2010","Total","Percentage","11.8",""
"From 25 to 29 years","France","Total","2011","Total","Percentage","12.3",""
"From 25 to 29 years","France","Total","2012","Total","Percentage","12.6",""
"From 25 to 29 years","France","Total","2013","Total","Percentage","13.8",""
"From 25 to 29 years","France","Total","2014","Total","Percentage","14.5","b"
"From 25 to 29 years","France","Total","2015","Total","Percentage","14.1",""
"From 25 to 29 years","France","Total","2016","Total","Percentage","13.3",""
"From 25 to 29 years","France","Males","2005","Total","Percentage","10.6","b"
"From 25 to 29 years","France","Males","2006","Total","Percentage","10.1",""
"From 25 to 29 years","France","Males","2007","Total","Percentage","9.8",""
"From 25 to 29 years","France","Males","2008","Total","Percentage","8.5",""
"From 25 to 29 years","France","Males","2009","Total","Percentage","11.4",""
"From 25 to 29 years","France","Males","2010","Total","Percentage","12.2",""
"From 25 to 29 years","France","Males","2011","Total","Percentage","12.0",""
"From 25 to 29 years","France","Males","2012","Total","Percentage","12.8",""
"From 25 to 29 years","France","Males","2013","Total","Percentage","14.1",""
"From 25 to 29 years","France","Males","2014","Total","Percentage","14.9","b"
"From 25 to 29 years","France","Males","2015","Total","Percentage","14.4",""
"From 25 to 29 years","France","Males","2016","Total","Percentage","13.5",""
"From 25 to 29 years","France","Females","2005","Total","Percentage","10.6","b"
"From 25 to 29 years","France","Females","2006","Total","Percentage","10.0",""
"From 25 to 29 years","France","Females","2007","Total","Percentage","10.5",""
"From 25 to 29 years","France","Females","2008","Total","Percentage","9.4",""
"From 25 to 29 years","France","Females","2009","Total","Percentage","11.3",""
"From 25 to 29 years","France","Females","2010","Total","Percentage","11.3",""
"From 25 to 29 years","France","Females","2011","Total","Percentage","12.6",""
"From 25 to 29 years","France","Females","2012","Total","Percentage","12.4",""
"From 25 to 29 years","France","Females","2013","Total","Percentage","13.6",""
"From 25 to 29 years","France","Females","2014","Total","Percentage","14.0","b"
"From 25 to 29 years","France","Females","2015","Total","Percentage","13.8",""
"From 25 to 29 years","France","Females","2016","Total","Percentage","13.1",""
"From 25 to 29 years","Croatia","Total","2005","Total","Percentage","15.7","b"
"From 25 to 29 years","Croatia","Total","2006","Total","Percentage","13.8","b"
"From 25 to 29 years","Croatia","Total","2007","Total","Percentage","13.2",""
"From 25 to 29 years","Croatia","Total","2008","Total","Percentage","10.2",""
"From 25 to 29 years","Croatia","Total","2009","Total","Percentage","12.2",""
"From 25 to 29 years","Croatia","Total","2010","Total","Percentage","16.8",""
"From 25 to 29 years","Croatia","Total","2011","Total","Percentage","22.5",""
"From 25 to 29 years","Croatia","Total","2012","Total","Percentage","24.1",""
"From 25 to 29 years","Croatia","Total","2013","Total","Percentage","23.4",""
"From 25 to 29 years","Croatia","Total","2014","Total","Percentage","22.7",""
"From 25 to 29 years","Croatia","Total","2015","Total","Percentage","20.5",""
"From 25 to 29 years","Croatia","Total","2016","Total","Percentage","19.0",""
"From 25 to 29 years","Croatia","Males","2005","Total","Percentage","13.8","bu"
"From 25 to 29 years","Croatia","Males","2006","Total","Percentage","11.8","bu"
"From 25 to 29 years","Croatia","Males","2007","Total","Percentage","12.1",""
"From 25 to 29 years","Croatia","Males","2008","Total","Percentage","6.9","u"
"From 25 to 29 years","Croatia","Males","2009","Total","Percentage","8.8",""
"From 25 to 29 years","Croatia","Males","2010","Total","Percentage","17.3",""
"From 25 to 29 years","Croatia","Males","2011","Total","Percentage","21.5",""
"From 25 to 29 years","Croatia","Males","2012","Total","Percentage","24.5",""
"From 25 to 29 years","Croatia","Males","2013","Total","Percentage","24.7",""
"From 25 to 29 years","Croatia","Males","2014","Total","Percentage","21.4",""
"From 25 to 29 years","Croatia","Males","2015","Total","Percentage","18.3",""
"From 25 to 29 years","Croatia","Males","2016","Total","Percentage","17.1",""
"From 25 to 29 years","Croatia","Females","2005","Total","Percentage","17.9","bu"
"From 25 to 29 years","Croatia","Females","2006","Total","Percentage","16.2","bu"
"From 25 to 29 years","Croatia","Females","2007","Total","Percentage","14.5",""
"From 25 to 29 years","Croatia","Females","2008","Total","Percentage","14.0",""
"From 25 to 29 years","Croatia","Females","2009","Total","Percentage","16.1",""
"From 25 to 29 years","Croatia","Females","2010","Total","Percentage","16.3",""
"From 25 to 29 years","Croatia","Females","2011","Total","Percentage","23.6",""
"From 25 to 29 years","Croatia","Females","2012","Total","Percentage","23.7",""
"From 25 to 29 years","Croatia","Females","2013","Total","Percentage","21.9",""
"From 25 to 29 years","Croatia","Females","2014","Total","Percentage","24.2",""
"From 25 to 29 years","Croatia","Females","2015","Total","Percentage","23.0",""
"From 25 to 29 years","Croatia","Females","2016","Total","Percentage","21.0",""
"From 25 to 29 years","Italy","Total","2005","Total","Percentage","13.1","b"
"From 25 to 29 years","Italy","Total","2006","Total","Percentage","11.6",""
"From 25 to 29 years","Italy","Total","2007","Total","Percentage","10.4",""
"From 25 to 29 years","Italy","Total","2008","Total","Percentage","11.1",""
"From 25 to 29 years","Italy","Total","2009","Total","Percentage","13.3",""
"From 25 to 29 years","Italy","Total","2010","Total","Percentage","14.8",""
"From 25 to 29 years","Italy","Total","2011","Total","Percentage","14.4",""
"From 25 to 29 years","Italy","Total","2012","Total","Percentage","18.1",""
"From 25 to 29 years","Italy","Total","2013","Total","Percentage","22.2",""
"From 25 to 29 years","Italy","Total","2014","Total","Percentage","23.6",""
"From 25 to 29 years","Italy","Total","2015","Total","Percentage","22.4",""
"From 25 to 29 years","Italy","Total","2016","Total","Percentage","21.9",""
"From 25 to 29 years","Italy","Males","2005","Total","Percentage","10.9","b"
"From 25 to 29 years","Italy","Males","2006","Total","Percentage","9.8",""
"From 25 to 29 years","Italy","Males","2007","Total","Percentage","8.6",""
"From 25 to 29 years","Italy","Males","2008","Total","Percentage","9.5",""
"From 25 to 29 years","Italy","Males","2009","Total","Percentage","11.9",""
"From 25 to 29 years","Italy","Males","2010","Total","Percentage","13.2",""
"From 25 to 29 years","Italy","Males","2011","Total","Percentage","12.7",""
"From 25 to 29 years","Italy","Males","2012","Total","Percentage","16.8",""
"From 25 to 29 years","Italy","Males","2013","Total","Percentage","20.5",""
"From 25 to 29 years","Italy","Males","2014","Total","Percentage","21.9",""
"From 25 to 29 years","Italy","Males","2015","Total","Percentage","21.1",""
"From 25 to 29 years","Italy","Males","2016","Total","Percentage","19.9",""
"From 25 to 29 years","Italy","Females","2005","Total","Percentage","15.9","b"
"From 25 to 29 years","Italy","Females","2006","Total","Percentage","13.9",""
"From 25 to 29 years","Italy","Females","2007","Total","Percentage","12.7",""
"From 25 to 29 years","Italy","Females","2008","Total","Percentage","13.1",""
"From 25 to 29 years","Italy","Females","2009","Total","Percentage","15.1",""
"From 25 to 29 years","Italy","Females","2010","Total","Percentage","16.8",""
"From 25 to 29 years","Italy","Females","2011","Total","Percentage","16.6",""
"From 25 to 29 years","Italy","Females","2012","Total","Percentage","19.7",""
"From 25 to 29 years","Italy","Females","2013","Total","Percentage","24.4",""
"From 25 to 29 years","Italy","Females","2014","Total","Percentage","25.5",""
"From 25 to 29 years","Italy","Females","2015","Total","Percentage","24.1",""
"From 25 to 29 years","Italy","Females","2016","Total","Percentage","24.5",""
"From 25 to 29 years","Cyprus","Total","2005","Total","Percentage","6.9","b"
"From 25 to 29 years","Cyprus","Total","2006","Total","Percentage","5.9",""
"From 25 to 29 years","Cyprus","Total","2007","Total","Percentage","4.6",""
"From 25 to 29 years","Cyprus","Total","2008","Total","Percentage","4.8",""
"From 25 to 29 years","Cyprus","Total","2009","Total","Percentage","6.9","b"
"From 25 to 29 years","Cyprus","Total","2010","Total","Percentage","8.7",""
"From 25 to 29 years","Cyprus","Total","2011","Total","Percentage","10.0",""
"From 25 to 29 years","Cyprus","Total","2012","Total","Percentage","15.7",""
"From 25 to 29 years","Cyprus","Total","2013","Total","Percentage","20.6",""
"From 25 to 29 years","Cyprus","Total","2014","Total","Percentage","19.9",""
"From 25 to 29 years","Cyprus","Total","2015","Total","Percentage","19.6",""
"From 25 to 29 years","Cyprus","Total","2016","Total","Percentage","17.6",""
"From 25 to 29 years","Cyprus","Males","2005","Total","Percentage","5.6","bu"
"From 25 to 29 years","Cyprus","Males","2006","Total","Percentage","5.7",""
"From 25 to 29 years","Cyprus","Males","2007","Total","Percentage","4.0","u"
"From 25 to 29 years","Cyprus","Males","2008","Total","Percentage","5.2","u"
"From 25 to 29 years","Cyprus","Males","2009","Total","Percentage","7.2","b"
"From 25 to 29 years","Cyprus","Males","2010","Total","Percentage","10.2",""
"From 25 to 29 years","Cyprus","Males","2011","Total","Percentage","11.2",""
"From 25 to 29 years","Cyprus","Males","2012","Total","Percentage","16.4",""
"From 25 to 29 years","Cyprus","Males","2013","Total","Percentage","22.2",""
"From 25 to 29 years","Cyprus","Males","2014","Total","Percentage","21.8",""
"From 25 to 29 years","Cyprus","Males","2015","Total","Percentage","18.9",""
"From 25 to 29 years","Cyprus","Males","2016","Total","Percentage","17.9",""
"From 25 to 29 years","Cyprus","Females","2005","Total","Percentage","8.4","b"
"From 25 to 29 years","Cyprus","Females","2006","Total","Percentage","6.1","u"
"From 25 to 29 years","Cyprus","Females","2007","Total","Percentage","5.4","u"
"From 25 to 29 years","Cyprus","Females","2008","Total","Percentage","4.3","u"
"From 25 to 29 years","Cyprus","Females","2009","Total","Percentage","6.6","b"
"From 25 to 29 years","Cyprus","Females","2010","Total","Percentage","7.1",""
"From 25 to 29 years","Cyprus","Females","2011","Total","Percentage","8.9",""
"From 25 to 29 years","Cyprus","Females","2012","Total","Percentage","15.1",""
"From 25 to 29 years","Cyprus","Females","2013","Total","Percentage","18.9",""
"From 25 to 29 years","Cyprus","Females","2014","Total","Percentage","18.1",""
"From 25 to 29 years","Cyprus","Females","2015","Total","Percentage","20.3",""
"From 25 to 29 years","Cyprus","Females","2016","Total","Percentage","17.2",""
"From 25 to 29 years","Latvia","Total","2005","Total","Percentage","9.8","b"
"From 25 to 29 years","Latvia","Total","2006","Total","Percentage","7.2",""
"From 25 to 29 years","Latvia","Total","2007","Total","Percentage","6.5",""
"From 25 to 29 years","Latvia","Total","2008","Total","Percentage","8.5",""
"From 25 to 29 years","Latvia","Total","2009","Total","Percentage","19.5",""
"From 25 to 29 years","Latvia","Total","2010","Total","Percentage","21.2",""
"From 25 to 29 years","Latvia","Total","2011","Total","Percentage","16.6",""
"From 25 to 29 years","Latvia","Total","2012","Total","Percentage","14.6",""
"From 25 to 29 years","Latvia","Total","2013","Total","Percentage","11.3",""
"From 25 to 29 years","Latvia","Total","2014","Total","Percentage","10.7",""
"From 25 to 29 years","Latvia","Total","2015","Total","Percentage","10.6",""
"From 25 to 29 years","Latvia","Total","2016","Total","Percentage","10.8",""
"From 25 to 29 years","Latvia","Males","2005","Total","Percentage","8.5","b"
"From 25 to 29 years","Latvia","Males","2006","Total","Percentage","7.4",""
"From 25 to 29 years","Latvia","Males","2007","Total","Percentage","6.0",""
"From 25 to 29 years","Latvia","Males","2008","Total","Percentage","7.7",""
"From 25 to 29 years","Latvia","Males","2009","Total","Percentage","21.8",""
"From 25 to 29 years","Latvia","Males","2010","Total","Percentage","23.2",""
"From 25 to 29 years","Latvia","Males","2011","Total","Percentage","17.0",""
"From 25 to 29 years","Latvia","Males","2012","Total","Percentage","13.9",""
"From 25 to 29 years","Latvia","Males","2013","Total","Percentage","12.4",""
"From 25 to 29 years","Latvia","Males","2014","Total","Percentage","10.0",""
"From 25 to 29 years","Latvia","Males","2015","Total","Percentage","11.2",""
"From 25 to 29 years","Latvia","Males","2016","Total","Percentage","10.3",""
"From 25 to 29 years","Latvia","Females","2005","Total","Percentage","11.4","b"
