"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2000Q3","Italy","Females","From 15 to 74 years","Total","Percentage","14.1",""
"2000Q3","Cyprus","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Cyprus","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Cyprus","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Latvia","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Latvia","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Latvia","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Lithuania","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Lithuania","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Lithuania","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Luxembourg","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Luxembourg","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Luxembourg","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Hungary","Total","From 15 to 74 years","Total","Percentage","6.3",""
"2000Q3","Hungary","Males","From 15 to 74 years","Total","Percentage","6.8",""
"2000Q3","Hungary","Females","From 15 to 74 years","Total","Percentage","5.7",""
"2000Q3","Malta","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Malta","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Malta","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Netherlands","Total","From 15 to 74 years","Total","Percentage","2.9",""
"2000Q3","Netherlands","Males","From 15 to 74 years","Total","Percentage","2.1",""
"2000Q3","Netherlands","Females","From 15 to 74 years","Total","Percentage","3.8",""
"2000Q3","Austria","Total","From 15 to 74 years","Total","Percentage","3.1",""
"2000Q3","Austria","Males","From 15 to 74 years","Total","Percentage","2.7",""
"2000Q3","Austria","Females","From 15 to 74 years","Total","Percentage","3.6",""
"2000Q3","Poland","Total","From 15 to 74 years","Total","Percentage","15.4",""
"2000Q3","Poland","Males","From 15 to 74 years","Total","Percentage","13.7",""
"2000Q3","Poland","Females","From 15 to 74 years","Total","Percentage","17.5",""
"2000Q3","Portugal","Total","From 15 to 74 years","Total","Percentage","4.1",""
"2000Q3","Portugal","Males","From 15 to 74 years","Total","Percentage","3.2",""
"2000Q3","Portugal","Females","From 15 to 74 years","Total","Percentage","5.1",""
"2000Q3","Romania","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2000Q3","Romania","Males","From 15 to 74 years","Total","Percentage","7.2",""
"2000Q3","Romania","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2000Q3","Slovenia","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2000Q3","Slovenia","Males","From 15 to 74 years","Total","Percentage","6.1",""
"2000Q3","Slovenia","Females","From 15 to 74 years","Total","Percentage","7.2",""
"2000Q3","Slovakia","Total","From 15 to 74 years","Total","Percentage","18.7",""
"2000Q3","Slovakia","Males","From 15 to 74 years","Total","Percentage","18.4",""
"2000Q3","Slovakia","Females","From 15 to 74 years","Total","Percentage","19.1",""
"2000Q3","Finland","Total","From 15 to 74 years","Total","Percentage","8.4",""
"2000Q3","Finland","Males","From 15 to 74 years","Total","Percentage","7.3",""
"2000Q3","Finland","Females","From 15 to 74 years","Total","Percentage","9.6",""
"2000Q3","Sweden","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Sweden","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Sweden","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","United Kingdom","Total","From 15 to 74 years","Total","Percentage","5.6",""
"2000Q3","United Kingdom","Males","From 15 to 74 years","Total","Percentage","6.0",""
"2000Q3","United Kingdom","Females","From 15 to 74 years","Total","Percentage","5.1",""
"2000Q3","Iceland","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Iceland","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Iceland","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Norway","Total","From 15 to 74 years","Total","Percentage","3.4",""
"2000Q3","Norway","Males","From 15 to 74 years","Total","Percentage","3.1",""
"2000Q3","Norway","Females","From 15 to 74 years","Total","Percentage","3.9",""
"2000Q3","Switzerland","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Switzerland","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Switzerland","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Turkey","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Turkey","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q3","Turkey","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Belgium","Total","From 15 to 74 years","Total","Percentage","6.9",""
"2000Q4","Belgium","Males","From 15 to 74 years","Total","Percentage","5.6",""
"2000Q4","Belgium","Females","From 15 to 74 years","Total","Percentage","8.7",""
"2000Q4","Bulgaria","Total","From 15 to 74 years","Total","Percentage","16.6",""
"2000Q4","Bulgaria","Males","From 15 to 74 years","Total","Percentage","16.7",""
"2000Q4","Bulgaria","Females","From 15 to 74 years","Total","Percentage","16.4",""
"2000Q4","Czech Republic","Total","From 15 to 74 years","Total","Percentage","8.4",""
"2000Q4","Czech Republic","Males","From 15 to 74 years","Total","Percentage","6.9",""
"2000Q4","Czech Republic","Females","From 15 to 74 years","Total","Percentage","10.2",""
"2000Q4","Denmark","Total","From 15 to 74 years","Total","Percentage","4.2",""
"2000Q4","Denmark","Males","From 15 to 74 years","Total","Percentage","3.7",""
"2000Q4","Denmark","Females","From 15 to 74 years","Total","Percentage","4.8",""
"2000Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Estonia","Total","From 15 to 74 years","Total","Percentage","14.9",""
"2000Q4","Estonia","Males","From 15 to 74 years","Total","Percentage","16.2",""
"2000Q4","Estonia","Females","From 15 to 74 years","Total","Percentage","13.4",""
"2000Q4","Ireland","Total","From 15 to 74 years","Total","Percentage","3.9",""
"2000Q4","Ireland","Males","From 15 to 74 years","Total","Percentage","4.0",""
"2000Q4","Ireland","Females","From 15 to 74 years","Total","Percentage","3.8",""
"2000Q4","Greece","Total","From 15 to 74 years","Total","Percentage","11.0",""
"2000Q4","Greece","Males","From 15 to 74 years","Total","Percentage","7.2",""
"2000Q4","Greece","Females","From 15 to 74 years","Total","Percentage","16.6",""
"2000Q4","Spain","Total","From 15 to 74 years","Total","Percentage","13.5",""
"2000Q4","Spain","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2000Q4","Spain","Females","From 15 to 74 years","Total","Percentage","19.7",""
"2000Q4","France","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","France","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","France","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Croatia","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Croatia","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Croatia","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Italy","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2000Q4","Italy","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2000Q4","Italy","Females","From 15 to 74 years","Total","Percentage","13.8",""
"2000Q4","Cyprus","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Cyprus","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Cyprus","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Latvia","Total","From 15 to 74 years","Total","Percentage","14.3",""
"2000Q4","Latvia","Males","From 15 to 74 years","Total","Percentage","15.5",""
"2000Q4","Latvia","Females","From 15 to 74 years","Total","Percentage","13.1",""
"2000Q4","Lithuania","Total","From 15 to 74 years","Total","Percentage","16.9",""
"2000Q4","Lithuania","Males","From 15 to 74 years","Total","Percentage","19.4",""
"2000Q4","Lithuania","Females","From 15 to 74 years","Total","Percentage","14.4",""
"2000Q4","Luxembourg","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Luxembourg","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Luxembourg","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Hungary","Total","From 15 to 74 years","Total","Percentage","6.0",""
"2000Q4","Hungary","Males","From 15 to 74 years","Total","Percentage","6.6",""
"2000Q4","Hungary","Females","From 15 to 74 years","Total","Percentage","5.3",""
"2000Q4","Malta","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Malta","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Malta","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Netherlands","Total","From 15 to 74 years","Total","Percentage","2.9",""
"2000Q4","Netherlands","Males","From 15 to 74 years","Total","Percentage","2.1",""
"2000Q4","Netherlands","Females","From 15 to 74 years","Total","Percentage","3.9",""
"2000Q4","Austria","Total","From 15 to 74 years","Total","Percentage","3.2",""
"2000Q4","Austria","Males","From 15 to 74 years","Total","Percentage","3.1",""
"2000Q4","Austria","Females","From 15 to 74 years","Total","Percentage","3.5",""
"2000Q4","Poland","Total","From 15 to 74 years","Total","Percentage","16.0",""
"2000Q4","Poland","Males","From 15 to 74 years","Total","Percentage","14.2",""
"2000Q4","Poland","Females","From 15 to 74 years","Total","Percentage","18.1",""
"2000Q4","Portugal","Total","From 15 to 74 years","Total","Percentage","3.9",""
"2000Q4","Portugal","Males","From 15 to 74 years","Total","Percentage","3.0",""
"2000Q4","Portugal","Females","From 15 to 74 years","Total","Percentage","4.9",""
"2000Q4","Romania","Total","From 15 to 74 years","Total","Percentage","7.0",""
"2000Q4","Romania","Males","From 15 to 74 years","Total","Percentage","7.7",""
"2000Q4","Romania","Females","From 15 to 74 years","Total","Percentage","6.2",""
"2000Q4","Slovenia","Total","From 15 to 74 years","Total","Percentage","6.4",""
"2000Q4","Slovenia","Males","From 15 to 74 years","Total","Percentage","6.1",""
"2000Q4","Slovenia","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2000Q4","Slovakia","Total","From 15 to 74 years","Total","Percentage","18.2",""
"2000Q4","Slovakia","Males","From 15 to 74 years","Total","Percentage","18.0",""
"2000Q4","Slovakia","Females","From 15 to 74 years","Total","Percentage","18.4",""
"2000Q4","Finland","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2000Q4","Finland","Males","From 15 to 74 years","Total","Percentage","8.0",""
"2000Q4","Finland","Females","From 15 to 74 years","Total","Percentage","9.4",""
"2000Q4","Sweden","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Sweden","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Sweden","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","United Kingdom","Total","From 15 to 74 years","Total","Percentage","5.4",""
"2000Q4","United Kingdom","Males","From 15 to 74 years","Total","Percentage","5.7",""
"2000Q4","United Kingdom","Females","From 15 to 74 years","Total","Percentage","5.0",""
"2000Q4","Iceland","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Iceland","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Iceland","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Norway","Total","From 15 to 74 years","Total","Percentage","2.9",""
"2000Q4","Norway","Males","From 15 to 74 years","Total","Percentage","3.1",""
"2000Q4","Norway","Females","From 15 to 74 years","Total","Percentage","2.7",""
"2000Q4","Switzerland","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Switzerland","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Switzerland","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Turkey","Total","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Turkey","Males","From 15 to 74 years","Total","Percentage",":",""
"2000Q4","Turkey","Females","From 15 to 74 years","Total","Percentage",":",""
"2001Q1","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2001Q1","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"2001Q1","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"2001Q1","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"2001Q1","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
